orig, dest, cnt
est_73_1_gadm2-8,kgz_122_2_gadm2-8,11
eth_74_1_gadm2-8,wsm_197_9_gadm2-8,1
eth_74_3_gadm2-8,tur_235_40_gadm2-8,3
eth_74_4_gadm2-8,phl_179_47_gadm2-8,5
eth_74_6_gadm2-8,zmb_255_5_gadm2-8,2
eth_74_8_gadm2-8,eth_74_11_gadm2-8,33
fin_78_3_gadm2-8,usa_244_33_gadm2-8,6
fin_78_4_gadm2-8,bra_33_20_gadm2-8,11
fin_78_4_gadm2-8,can_42_12_gadm2-8,10
fin_78_4_gadm2-8,omn_170_2_gadm2-8,4
fin_78_4_gadm2-8,svn_208_7_gadm2-8,54
fin_78_5_gadm2-8,jpn_114_1_gadm2-8,1
fji_77_2_gadm2-8,ton_232_5_gadm2-8,1
fra_79_14_gadm2-8,fra_79_4_gadm2-8,101
fra_79_16_gadm2-8,gib_88_gadm2-8,3
fra_79_18_gadm2-8,mex_145_25_gadm2-8,0
fra_79_18_gadm2-8,nor_169_12_gadm2-8,92
fra_79_1_gadm2-8,lca_194_3_gadm2-8,0
fra_79_1_gadm2-8,nga_163_25_gadm2-8,25
fra_79_1_gadm2-8,pak_171_8_gadm2-8,14
fra_79_21_gadm2-8,cze_62_3_gadm2-8,2
fra_79_21_gadm2-8,tha_228_18_gadm2-8,17
fra_79_21_gadm2-8,usa_244_26_gadm2-8,15
fra_79_21_gadm2-8,vnm_250_32_gadm2-8,5
fra_79_22_gadm2-8,idn_106_12_gadm2-8,6
fra_79_22_gadm2-8,ita_112_2_gadm2-8,48
fra_79_22_gadm2-8,rus_188_7_gadm2-8,1
fra_79_22_gadm2-8,usa_244_27_gadm2-8,0
fra_79_2_gadm2-8,mys_136_14_gadm2-8,3
fra_79_2_gadm2-8,pak_171_8_gadm2-8,6
fra_79_3_gadm2-8,col_53_14_gadm2-8,2
fra_79_3_gadm2-8,mex_145_31_gadm2-8,0
fra_79_4_gadm2-8,sxm_206_gadm2-8,176
fra_79_4_gadm2-8,tur_235_61_gadm2-8,25
fra_79_7_gadm2-8,chn_49_12_gadm2-8,0
fro_76_6_gadm2-8,deu_86_7_gadm2-8,18
gab_83_1_gadm2-8,tha_228_48_gadm2-8,1
gab_83_1_gadm2-8,tur_235_35_gadm2-8,2
gab_83_1_gadm2-8,ukr_240_17_gadm2-8,12
gbr_242_1_gadm2-8,aus_15_6_gadm2-8,65
gbr_242_1_gadm2-8,bmu_26_3_gadm2-8,249
gbr_242_1_gadm2-8,sur_219_7_gadm2-8,36
gbr_242_3_gadm2-8,ggy_95_3_gadm2-8,40
gbr_242_3_gadm2-8,idn_106_34_gadm2-8,5
gbr_242_3_gadm2-8,ind_105_14_gadm2-8,6
gbr_242_3_gadm2-8,moz_153_1_gadm2-8,0
gbr_242_3_gadm2-8,sle_204_4_gadm2-8,19
gbr_242_3_gadm2-8,som_210_18_gadm2-8,10
gbr_242_4_gadm2-8,usa_244_32_gadm2-8,0
geo_85_12_gadm2-8,esp_215_16_gadm2-8,27
geo_85_12_gadm2-8,irn_107_15_gadm2-8,2
geo_85_12_gadm2-8,phl_179_60_gadm2-8,2
gha_87_5_gadm2-8,can_42_9_gadm2-8,104
gha_87_5_gadm2-8,ken_118_30_gadm2-8,184
gha_87_5_gadm2-8,tur_235_48_gadm2-8,2
gin_97_2_gadm2-8,tur_235_37_gadm2-8,1
glp_92_2_gadm2-8,bfa_38_7_gadm2-8,2
glp_92_2_gadm2-8,chn_49_16_gadm2-8,1
glp_92_2_gadm2-8,sgp_205_1_gadm2-8,2
gmb_84_1_gadm2-8,mys_136_4_gadm2-8,1
grc_89_3_gadm2-8,aus_15_5_gadm2-8,129
grc_89_3_gadm2-8,bra_33_11_gadm2-8,3
grc_89_3_gadm2-8,ind_105_36_gadm2-8,63
grc_89_6_gadm2-8,chn_49_3_gadm2-8,1
grc_89_6_gadm2-8,kaz_117_9_gadm2-8,5
gtm_94_7_gadm2-8,blz_24_3_gadm2-8,11
gtm_94_7_gadm2-8,usa_244_18_gadm2-8,54
gum_93_4_gadm2-8,hun_103_5_gadm2-8,10
hkg_102_1_gadm2-8,irl_109_3_gadm2-8,3
hnd_101_6_gadm2-8,aus_15_7_gadm2-8,0
hnd_101_6_gadm2-8,rus_188_14_gadm2-8,0
hnd_101_8_gadm2-8,usa_244_21_gadm2-8,62
hnd_101_8_gadm2-8,usa_244_32_gadm2-8,1
hrv_58_16_gadm2-8,usa_244_38_gadm2-8,0
hrv_58_5_gadm2-8,aus_15_8_gadm2-8,20
hrv_58_5_gadm2-8,che_223_8_gadm2-8,130
hrv_58_5_gadm2-8,ukr_240_14_gadm2-8,5
hti_99_8_gadm2-8,deu_86_2_gadm2-8,5
hun_103_5_gadm2-8,,198
hun_103_5_gadm2-8,glp_92_2_gadm2-8,27
hun_103_5_gadm2-8,ita_112_8_gadm2-8,2653
hun_103_5_gadm2-8,khm_40_16_gadm2-8,21
hun_103_5_gadm2-8,som_210_3_gadm2-8,2
hun_103_5_gadm2-8,tjk_226_5_gadm2-8,1
idn_106_10_gadm2-8,mys_136_11_gadm2-8,82
idn_106_13_gadm2-8,mys_136_16_gadm2-8,8
idn_106_16_gadm2-8,fin_78_4_gadm2-8,0
idn_106_21_gadm2-8,idn_106_31_gadm2-8,43
idn_106_27_gadm2-8,chn_49_26_gadm2-8,20
idn_106_27_gadm2-8,deu_86_9_gadm2-8,0
idn_106_27_gadm2-8,ind_105_26_gadm2-8,3
idn_106_2_gadm2-8,can_42_2_gadm2-8,95
idn_106_2_gadm2-8,chn_49_6_gadm2-8,419
idn_106_2_gadm2-8,cog_185_2_gadm2-8,1
idn_106_2_gadm2-8,idn_106_12_gadm2-8,11849
idn_106_2_gadm2-8,irq_108_5_gadm2-8,5
idn_106_2_gadm2-8,pan_174_12_gadm2-8,4
idn_106_2_gadm2-8,rus_188_56_gadm2-8,53
idn_106_2_gadm2-8,rus_188_6_gadm2-8,3
idn_106_2_gadm2-8,swe_222_15_gadm2-8,171
idn_106_30_gadm2-8,deu_86_10_gadm2-8,5
idn_106_32_gadm2-8,ind_105_31_gadm2-8,38
idn_106_32_gadm2-8,jpn_114_1_gadm2-8,4
idn_106_32_gadm2-8,jpn_114_43_gadm2-8,7
idn_106_34_gadm2-8,deu_86_9_gadm2-8,1
idn_106_4_gadm2-8,ukr_240_26_gadm2-8,1
idn_106_9_gadm2-8,deu_86_3_gadm2-8,0
imn_110_1_gadm2-8,bra_33_13_gadm2-8,0
imn_110_1_gadm2-8,ind_105_17_gadm2-8,3
imn_110_1_gadm2-8,ita_112_16_gadm2-8,1
imn_110_1_gadm2-8,npl_157_1_gadm2-8,2
imn_110_1_gadm2-8,sau_200_11_gadm2-8,2
imn_110_1_gadm2-8,usa_244_36_gadm2-8,1
ind_105_11_gadm2-8,bra_33_7_gadm2-8,0
ind_105_11_gadm2-8,usa_244_31_gadm2-8,143
ind_105_11_gadm2-8,zmb_255_5_gadm2-8,16
ind_105_16_gadm2-8,bra_33_8_gadm2-8,2
ind_105_16_gadm2-8,mar_152_9_gadm2-8,0
ind_105_19_gadm2-8,ind_105_25_gadm2-8,6526
ind_105_1_gadm2-8,ind_105_25_gadm2-8,1332
ind_105_25_gadm2-8,esp_215_6_gadm2-8,412
ind_105_25_gadm2-8,ind_105_21_gadm2-8,722
ind_105_25_gadm2-8,irn_107_24_gadm2-8,209
ind_105_28_gadm2-8,mrt_142_10_gadm2-8,1
ind_105_29_gadm2-8,sau_200_7_gadm2-8,136
ind_105_31_gadm2-8,bra_33_11_gadm2-8,1
ind_105_32_gadm2-8,chn_49_12_gadm2-8,20
ind_105_32_gadm2-8,cok_55_gadm2-8,3
ind_105_32_gadm2-8,ind_105_5_gadm2-8,435
ind_105_32_gadm2-8,irn_107_15_gadm2-8,1
ind_105_32_gadm2-8,mne_150_18_gadm2-8,2
ind_105_32_gadm2-8,omn_170_6_gadm2-8,6
ind_105_32_gadm2-8,sau_200_7_gadm2-8,1052
ind_105_35_gadm2-8,bel_23_1_gadm2-8,1
ind_105_36_gadm2-8,phl_179_47_gadm2-8,66
ind_105_5_gadm2-8,deu_86_6_gadm2-8,4
ind_105_6_gadm2-8,jpn_114_4_gadm2-8,6
ind_105_7_gadm2-8,dnk_64_1_gadm2-8,2
irl_109_16_gadm2-8,aus_15_7_gadm2-8,1
irl_109_16_gadm2-8,bra_33_24_gadm2-8,6
irl_109_4_gadm2-8,chn_49_31_gadm2-8,2
irl_109_4_gadm2-8,usa_244_37_gadm2-8,2
irl_109_6_gadm2-8,bwa_31_4_gadm2-8,1
irl_109_6_gadm2-8,chn_49_20_gadm2-8,14
irl_109_6_gadm2-8,cri_56_7_gadm2-8,88
irl_109_6_gadm2-8,ita_112_2_gadm2-8,1
irl_109_6_gadm2-8,jpn_114_21_gadm2-8,1
irl_109_6_gadm2-8,sau_200_5_gadm2-8,38
irl_109_6_gadm2-8,srb_202_4_gadm2-8,69
irl_109_6_gadm2-8,tur_235_59_gadm2-8,4
irn_107_15_gadm2-8,irn_107_7_gadm2-8,1962
irn_107_15_gadm2-8,rus_188_44_gadm2-8,27
irn_107_29_gadm2-8,are_241_3_gadm2-8,0
irn_107_2_gadm2-8,irq_108_10_gadm2-8,116
irn_107_30_gadm2-8,irn_107_18_gadm2-8,7
irn_107_7_gadm2-8,are_241_3_gadm2-8,779
irn_107_7_gadm2-8,svn_208_7_gadm2-8,2
irn_107_7_gadm2-8,tur_235_59_gadm2-8,7
irn_107_8_gadm2-8,irn_107_6_gadm2-8,10
irq_108_2_gadm2-8,cyp_61_2_gadm2-8,26
isl_104_6_gadm2-8,jpn_114_11_gadm2-8,1
isr_111_7_gadm2-8,grc_89_8_gadm2-8,4
isr_111_7_gadm2-8,rou_187_14_gadm2-8,473
isr_111_7_gadm2-8,rus_188_21_gadm2-8,55
isr_111_7_gadm2-8,rus_188_47_gadm2-8,56
isr_111_7_gadm2-8,usa_244_30_gadm2-8,0
ita_112_10_gadm2-8,deu_86_1_gadm2-8,2077
ita_112_10_gadm2-8,mex_145_16_gadm2-8,0
ita_112_10_gadm2-8,mex_145_3_gadm2-8,3
ita_112_10_gadm2-8,pol_181_9_gadm2-8,1858
ita_112_10_gadm2-8,usa_244_26_gadm2-8,45
ita_112_10_gadm2-8,vnm_250_32_gadm2-8,4
ita_112_11_gadm2-8,usa_244_30_gadm2-8,0
ita_112_13_gadm2-8,col_53_27_gadm2-8,0
ita_112_13_gadm2-8,usa_244_38_gadm2-8,12
ita_112_14_gadm2-8,usa_244_13_gadm2-8,0
ita_112_15_gadm2-8,arg_12_15_gadm2-8,1
ita_112_15_gadm2-8,mex_145_31_gadm2-8,0
ita_112_16_gadm2-8,mex_145_30_gadm2-8,0
ita_112_20_gadm2-8,bol_28_2_gadm2-8,0
ita_112_20_gadm2-8,chl_48_15_gadm2-8,1
ita_112_20_gadm2-8,ind_105_11_gadm2-8,7
ita_112_20_gadm2-8,pol_181_4_gadm2-8,2
ita_112_20_gadm2-8,rus_188_80_gadm2-8,8
ita_112_2_gadm2-8,afg_1_14_gadm2-8,0
ita_112_4_gadm2-8,ita_112_7_gadm2-8,72
ita_112_5_gadm2-8,pol_181_6_gadm2-8,127
ita_112_5_gadm2-8,pyf_81_2_gadm2-8,1
ita_112_5_gadm2-8,swe_222_21_gadm2-8,71
ita_112_6_gadm2-8,egy_69_2_gadm2-8,149
ita_112_6_gadm2-8,irl_109_16_gadm2-8,5
ita_112_6_gadm2-8,irq_108_10_gadm2-8,19
ita_112_6_gadm2-8,mda_147_12_gadm2-8,499
ita_112_6_gadm2-8,mex_145_23_gadm2-8,61
ita_112_6_gadm2-8,omn_170_9_gadm2-8,2
ita_112_6_gadm2-8,rus_188_63_gadm2-8,11
ita_112_7_gadm2-8,prt_182_12_gadm2-8,51
ita_112_7_gadm2-8,sau_200_8_gadm2-8,2
ita_112_8_gadm2-8,imn_110_1_gadm2-8,10
ita_112_8_gadm2-8,kna_193_3_gadm2-8,4
ita_112_8_gadm2-8,tha_228_65_gadm2-8,5
ita_112_9_gadm2-8,bra_33_11_gadm2-8,2
ita_112_9_gadm2-8,usa_244_50_gadm2-8,0
jam_113_10_gadm2-8,bra_33_16_gadm2-8,16
jam_113_10_gadm2-8,dnk_64_3_gadm2-8,1
jam_113_6_gadm2-8,chl_48_9_gadm2-8,3
jam_113_6_gadm2-8,pol_181_9_gadm2-8,2
jam_113_6_gadm2-8,usa_244_22_gadm2-8,130
jey_115_6_gadm2-8,usa_244_44_gadm2-8,9
jor_116_2_gadm2-8,bra_33_24_gadm2-8,31
jor_116_2_gadm2-8,deu_86_3_gadm2-8,192
jor_116_2_gadm2-8,est_73_1_gadm2-8,17
jor_116_2_gadm2-8,fra_79_4_gadm2-8,686
jor_116_2_gadm2-8,gbr_242_1_gadm2-8,1636
jor_116_2_gadm2-8,mex_145_25_gadm2-8,0
jpn_114_11_gadm2-8,nld_158_9_gadm2-8,2
jpn_114_12_gadm2-8,aus_15_2_gadm2-8,11
jpn_114_12_gadm2-8,can_42_7_gadm2-8,1
jpn_114_13_gadm2-8,cym_45_4_gadm2-8,2
jpn_114_13_gadm2-8,rus_188_77_gadm2-8,2
jpn_114_15_gadm2-8,bel_23_1_gadm2-8,6
jpn_114_15_gadm2-8,idn_106_10_gadm2-8,4
jpn_114_15_gadm2-8,tur_235_40_gadm2-8,4
jpn_114_17_gadm2-8,bih_30_2_gadm2-8,0
jpn_114_17_gadm2-8,esp_215_10_gadm2-8,3
jpn_114_1_gadm2-8,rou_187_4_gadm2-8,0
jpn_114_20_gadm2-8,usa_244_10_gadm2-8,5
jpn_114_21_gadm2-8,chn_49_6_gadm2-8,35
jpn_114_21_gadm2-8,jpn_114_24_gadm2-8,70
jpn_114_21_gadm2-8,svn_208_7_gadm2-8,1
jpn_114_24_gadm2-8,nld_158_5_gadm2-8,0
jpn_114_27_gadm2-8,usa_244_3_gadm2-8,8
jpn_114_29_gadm2-8,usa_244_36_gadm2-8,0
jpn_114_2_gadm2-8,fra_79_22_gadm2-8,0
jpn_114_2_gadm2-8,jpn_114_13_gadm2-8,1475
jpn_114_30_gadm2-8,per_178_15_gadm2-8,2
jpn_114_31_gadm2-8,usa_244_24_gadm2-8,1
jpn_114_32_gadm2-8,idn_106_34_gadm2-8,3
jpn_114_33_gadm2-8,mys_136_4_gadm2-8,3689
jpn_114_37_gadm2-8,che_223_25_gadm2-8,0
jpn_114_37_gadm2-8,cyp_61_2_gadm2-8,1
jpn_114_40_gadm2-8,tha_228_18_gadm2-8,9
jpn_114_40_gadm2-8,tza_227_2_gadm2-8,0
jpn_114_41_gadm2-8,phl_179_59_gadm2-8,52
jpn_114_43_gadm2-8,jpn_114_7_gadm2-8,13
jpn_114_43_gadm2-8,usa_244_36_gadm2-8,7
jpn_114_44_gadm2-8,jor_116_2_gadm2-8,1
jpn_114_46_gadm2-8,deu_86_14_gadm2-8,1
jpn_114_4_gadm2-8,chl_48_2_gadm2-8,2
jpn_114_4_gadm2-8,idn_106_13_gadm2-8,3
jpn_114_4_gadm2-8,idn_106_5_gadm2-8,3
jpn_114_4_gadm2-8,mwi_135_11_gadm2-8,15
jpn_114_7_gadm2-8,kor_213_7_gadm2-8,5
jpn_114_7_gadm2-8,tto_233_8_gadm2-8,4
kaz_117_10_gadm2-8,rou_187_26_gadm2-8,1
kaz_117_10_gadm2-8,swe_222_15_gadm2-8,1
kaz_117_12_gadm2-8,ukr_240_12_gadm2-8,8
kaz_117_1_gadm2-8,che_223_8_gadm2-8,52
kaz_117_1_gadm2-8,chn_49_7_gadm2-8,10
kaz_117_1_gadm2-8,pol_181_13_gadm2-8,4
kaz_117_2_gadm2-8,chn_49_15_gadm2-8,11
kaz_117_2_gadm2-8,tur_235_46_gadm2-8,1
kaz_117_4_gadm2-8,isr_111_7_gadm2-8,1
kaz_117_6_gadm2-8,rus_188_21_gadm2-8,8
kaz_117_9_gadm2-8,rus_188_56_gadm2-8,5
kaz_117_9_gadm2-8,usa_244_3_gadm2-8,0
ken_118_10_gadm2-8,ken_118_25_gadm2-8,3
ken_118_21_gadm2-8,ken_118_30_gadm2-8,568
ken_118_30_gadm2-8,gtm_94_7_gadm2-8,2
ken_118_30_gadm2-8,jpn_114_17_gadm2-8,2
ken_118_30_gadm2-8,moz_153_10_gadm2-8,3
ken_118_30_gadm2-8,usa_244_4_gadm2-8,6
ken_118_30_gadm2-8,zaf_211_3_gadm2-8,1266
kgz_122_2_gadm2-8,kaz_117_5_gadm2-8,1
kgz_122_2_gadm2-8,rus_188_47_gadm2-8,14
kgz_122_2_gadm2-8,ukr_240_4_gadm2-8,19
kgz_122_6_gadm2-8,rus_188_40_gadm2-8,1
khm_40_16_gadm2-8,aus_15_8_gadm2-8,111
khm_40_16_gadm2-8,chn_49_14_gadm2-8,166
khm_40_16_gadm2-8,esp_215_13_gadm2-8,4
khm_40_16_gadm2-8,uzb_246_13_gadm2-8,2
khm_40_21_gadm2-8,usa_244_2_gadm2-8,5
kor_213_11_gadm2-8,can_42_13_gadm2-8,13
kor_213_11_gadm2-8,chn_49_22_gadm2-8,1702
kor_213_11_gadm2-8,geo_85_2_gadm2-8,1
kor_213_11_gadm2-8,mys_136_13_gadm2-8,6652
kor_213_11_gadm2-8,nzl_160_14_gadm2-8,1
kor_213_12_gadm2-8,aus_15_7_gadm2-8,105
kor_213_14_gadm2-8,rus_188_61_gadm2-8,110
kor_213_17_gadm2-8,usa_244_26_gadm2-8,1
kor_213_4_gadm2-8,omn_170_11_gadm2-8,2
kor_213_4_gadm2-8,pol_181_9_gadm2-8,1
kwt_121_4_gadm2-8,nld_158_9_gadm2-8,388
kwt_121_4_gadm2-8,tha_228_71_gadm2-8,3
lao_123_10_gadm2-8,lao_123_5_gadm2-8,2
lao_123_13_gadm2-8,esp_215_16_gadm2-8,1
lao_123_13_gadm2-8,jpn_114_32_gadm2-8,11
lao_123_13_gadm2-8,swe_222_18_gadm2-8,2
lao_123_13_gadm2-8,swe_222_9_gadm2-8,1
lao_123_13_gadm2-8,tza_227_9_gadm2-8,1
lao_123_8_gadm2-8,nzl_160_1_gadm2-8,7
lbn_125_3_gadm2-8,bgd_20_2_gadm2-8,1
lbn_125_3_gadm2-8,civ_57_1_gadm2-8,182
lbr_127_9_gadm2-8,usa_244_24_gadm2-8,11
lca_194_10_gadm2-8,fin_78_1_gadm2-8,1
lca_194_10_gadm2-8,pol_181_5_gadm2-8,3
lka_217_5_gadm2-8,can_42_7_gadm2-8,3
lka_217_5_gadm2-8,mex_145_27_gadm2-8,0
lka_217_5_gadm2-8,nor_169_14_gadm2-8,3
lka_217_5_gadm2-8,sdn_218_11_gadm2-8,5
ltu_130_10_gadm2-8,chn_49_28_gadm2-8,0
lux_131_3_gadm2-8,rwa_189_5_gadm2-8,12
mac_132_1_gadm2-8,jpn_114_3_gadm2-8,23
maf_191_gadm2-8,fra_79_10_gadm2-8,11
mar_152_11_gadm2-8,chn_49_22_gadm2-8,2
mar_152_14_gadm2-8,bra_33_24_gadm2-8,2
mar_152_14_gadm2-8,mar_152_6_gadm2-8,3
mar_152_5_gadm2-8,ecu_68_1_gadm2-8,0
mar_152_5_gadm2-8,usa_244_21_gadm2-8,3
mar_152_6_gadm2-8,cmr_41_2_gadm2-8,2
mda_147_12_gadm2-8,egy_69_22_gadm2-8,13
mda_147_12_gadm2-8,mli_138_1_gadm2-8,0
mda_147_12_gadm2-8,phl_179_25_gadm2-8,1
mdv_137_gadm2-8,bra_33_4_gadm2-8,1
mdv_137_gadm2-8,nor_169_12_gadm2-8,98
mdv_137_gadm2-8,sau_200_5_gadm2-8,57
mex_145_10_gadm2-8,ecu_68_19_gadm2-8,4
mex_145_11_gadm2-8,chl_48_3_gadm2-8,1
mex_145_11_gadm2-8,usa_244_32_gadm2-8,32
mex_145_11_gadm2-8,usa_244_45_gadm2-8,71
mex_145_12_gadm2-8,egy_69_11_gadm2-8,2
mex_145_12_gadm2-8,fra_79_21_gadm2-8,0
mex_145_12_gadm2-8,ita_112_13_gadm2-8,0
mex_145_12_gadm2-8,tgo_230_3_gadm2-8,0
mex_145_14_gadm2-8,chl_48_11_gadm2-8,3
mex_145_14_gadm2-8,cze_62_12_gadm2-8,10
mex_145_16_gadm2-8,esp_215_14_gadm2-8,1
mex_145_19_gadm2-8,cyp_61_5_gadm2-8,0
mex_145_19_gadm2-8,rwa_189_5_gadm2-8,1
mex_145_1_gadm2-8,vnm_250_23_gadm2-8,0
mex_145_20_gadm2-8,aus_15_7_gadm2-8,0
mex_145_22_gadm2-8,ago_8_11_gadm2-8,0
mex_145_22_gadm2-8,chn_49_7_gadm2-8,0
mex_145_22_gadm2-8,ecu_68_19_gadm2-8,7
mex_145_22_gadm2-8,mex_145_4_gadm2-8,5
mex_145_23_gadm2-8,can_42_11_gadm2-8,6371
mex_145_23_gadm2-8,chn_49_5_gadm2-8,2
mex_145_23_gadm2-8,phl_179_25_gadm2-8,3
mex_145_23_gadm2-8,tha_228_3_gadm2-8,24
mex_145_23_gadm2-8,tur_235_59_gadm2-8,0
mex_145_23_gadm2-8,tur_235_68_gadm2-8,0
mex_145_23_gadm2-8,usa_244_37_gadm2-8,421
mex_145_24_gadm2-8,irl_109_4_gadm2-8,1
mex_145_25_gadm2-8,irl_109_3_gadm2-8,1
mex_145_27_gadm2-8,usa_244_36_gadm2-8,0
mex_145_27_gadm2-8,usa_244_44_gadm2-8,268
mex_145_2_gadm2-8,can_42_7_gadm2-8,24
mex_145_31_gadm2-8,hun_103_5_gadm2-8,6
mex_145_3_gadm2-8,,0
mex_145_3_gadm2-8,deu_86_5_gadm2-8,0
mex_145_3_gadm2-8,deu_86_6_gadm2-8,0
mex_145_4_gadm2-8,nld_158_9_gadm2-8,11
mex_145_7_gadm2-8,idn_106_2_gadm2-8,2
mex_145_7_gadm2-8,usa_244_39_gadm2-8,9
mex_145_9_gadm2-8,,173
mex_145_9_gadm2-8,jpn_114_12_gadm2-8,53
mex_145_9_gadm2-8,jpn_114_30_gadm2-8,11
mex_145_9_gadm2-8,tha_228_19_gadm2-8,0
mkd_133_6_gadm2-8,gbr_242_3_gadm2-8,2
mkd_133_6_gadm2-8,geo_85_2_gadm2-8,1
mkd_133_6_gadm2-8,prt_182_15_gadm2-8,5
mli_138_1_gadm2-8,mlt_139_gadm2-8,1
mlt_139_gadm2-8,esp_215_6_gadm2-8,293
mlt_139_gadm2-8,kor_213_4_gadm2-8,1
mlt_139_gadm2-8,usa_244_41_gadm2-8,3
mmr_154_15_gadm2-8,ita_112_10_gadm2-8,199
mmr_154_15_gadm2-8,phl_179_25_gadm2-8,28
mmr_154_15_gadm2-8,swe_222_21_gadm2-8,7
mmr_154_8_gadm2-8,esp_215_6_gadm2-8,1
mne_150_18_gadm2-8,ita_112_10_gadm2-8,318
mne_150_18_gadm2-8,sau_200_5_gadm2-8,2
mne_150_20_gadm2-8,vnm_250_26_gadm2-8,1
mng_149_21_gadm2-8,deu_86_6_gadm2-8,1
moz_153_3_gadm2-8,jpn_114_41_gadm2-8,2
moz_153_5_gadm2-8,egy_69_22_gadm2-8,1
moz_153_5_gadm2-8,fin_78_4_gadm2-8,9
moz_153_5_gadm2-8,sgp_205_1_gadm2-8,13
mrt_142_10_gadm2-8,fra_79_21_gadm2-8,36
mus_143_5_gadm2-8,ind_105_25_gadm2-8,677
mus_143_5_gadm2-8,mex_145_1_gadm2-8,1
mus_143_5_gadm2-8,reu_186_2_gadm2-8,4934
mwi_135_11_gadm2-8,nor_169_14_gadm2-8,0
mwi_135_11_gadm2-8,tza_227_30_gadm2-8,7
mwi_135_2_gadm2-8,phl_179_47_gadm2-8,3
mwi_135_2_gadm2-8,tha_228_3_gadm2-8,5
mwi_135_2_gadm2-8,tur_235_4_gadm2-8,0
mys_136_11_gadm2-8,aut_16_9_gadm2-8,24
mys_136_11_gadm2-8,jpn_114_15_gadm2-8,13
mys_136_13_gadm2-8,jpn_114_37_gadm2-8,5
mys_136_14_gadm2-8,uzb_246_13_gadm2-8,21
mys_136_16_gadm2-8,nld_158_9_gadm2-8,3
mys_136_16_gadm2-8,tza_227_9_gadm2-8,1
mys_136_2_gadm2-8,cuw_60_gadm2-8,0
mys_136_2_gadm2-8,sxm_206_gadm2-8,0
mys_136_3_gadm2-8,are_241_3_gadm2-8,0
mys_136_4_gadm2-8,idn_106_34_gadm2-8,1291
nam_155_5_gadm2-8,zaf_211_8_gadm2-8,14
ncl_159_3_gadm2-8,aus_15_10_gadm2-8,506
ncl_159_3_gadm2-8,fra_79_2_gadm2-8,33
ncl_159_3_gadm2-8,nor_169_12_gadm2-8,4
ner_162_5_gadm2-8,deu_86_1_gadm2-8,2
ner_162_5_gadm2-8,ltu_130_10_gadm2-8,2
ner_162_5_gadm2-8,tur_235_57_gadm2-8,2
nga_163_15_gadm2-8,geo_85_12_gadm2-8,14
nga_163_15_gadm2-8,nga_163_3_gadm2-8,1289
nga_163_15_gadm2-8,pol_181_13_gadm2-8,1
nga_163_15_gadm2-8,usa_244_38_gadm2-8,0
nga_163_15_gadm2-8,vnm_250_26_gadm2-8,3
nga_163_20_gadm2-8,tza_227_2_gadm2-8,2
nga_163_25_gadm2-8,chn_49_16_gadm2-8,0
nga_163_25_gadm2-8,zaf_211_7_gadm2-8,4
nga_163_29_gadm2-8,nga_163_15_gadm2-8,129
nga_163_33_gadm2-8,deu_86_6_gadm2-8,2
nga_163_33_gadm2-8,gab_83_1_gadm2-8,140
nic_161_13_gadm2-8,fra_79_10_gadm2-8,0
nld_158_9_gadm2-8,cog_185_2_gadm2-8,5
nld_158_9_gadm2-8,dom_66_24_gadm2-8,0
nld_158_9_gadm2-8,mne_150_20_gadm2-8,14
nor_169_12_gadm2-8,arg_12_23_gadm2-8,1
nor_169_12_gadm2-8,cze_62_12_gadm2-8,792
nor_169_12_gadm2-8,mmr_154_8_gadm2-8,8
nor_169_13_gadm2-8,chn_49_26_gadm2-8,2
nor_169_13_gadm2-8,mys_136_9_gadm2-8,1
nor_169_13_gadm2-8,swe_222_7_gadm2-8,3
nor_169_14_gadm2-8,gbr_242_1_gadm2-8,952
nor_169_14_gadm2-8,ita_112_13_gadm2-8,16
nor_169_14_gadm2-8,per_178_15_gadm2-8,10
nor_169_14_gadm2-8,tha_228_3_gadm2-8,87
nor_169_7_gadm2-8,tur_235_40_gadm2-8,65
nor_169_7_gadm2-8,vgb_35_4_gadm2-8,0
npl_157_1_gadm2-8,mys_136_8_gadm2-8,3
nzl_160_10_gadm2-8,aus_15_5_gadm2-8,82
nzl_160_10_gadm2-8,bra_33_19_gadm2-8,2
nzl_160_13_gadm2-8,chn_49_4_gadm2-8,0
nzl_160_13_gadm2-8,mys_136_13_gadm2-8,1
nzl_160_15_gadm2-8,ita_112_6_gadm2-8,3
nzl_160_15_gadm2-8,lbn_125_3_gadm2-8,9
nzl_160_15_gadm2-8,per_178_15_gadm2-8,1
nzl_160_1_gadm2-8,bgd_20_3_gadm2-8,70
nzl_160_1_gadm2-8,can_42_6_gadm2-8,1
nzl_160_1_gadm2-8,gib_88_gadm2-8,3
nzl_160_1_gadm2-8,gtm_94_7_gadm2-8,12
nzl_160_1_gadm2-8,idn_106_11_gadm2-8,1
nzl_160_1_gadm2-8,rus_188_6_gadm2-8,1
nzl_160_3_gadm2-8,jpn_114_11_gadm2-8,5
nzl_160_3_gadm2-8,nzl_160_11_gadm2-8,3091
nzl_160_3_gadm2-8,omn_170_9_gadm2-8,3
nzl_160_6_gadm2-8,jpn_114_1_gadm2-8,6
nzl_160_6_gadm2-8,sgp_205_1_gadm2-8,37
nzl_160_7_gadm2-8,geo_85_12_gadm2-8,1
nzl_160_9_gadm2-8,mex_145_2_gadm2-8,2
