orig, dest, cnt
geo_85_12_gadm2-8,irn_107_24_gadm2-8,2
geo_85_2_gadm2-8,rus_188_69_gadm2-8,9
gha_87_5_gadm2-8,deu_86_14_gadm2-8,3
gha_87_5_gadm2-8,irn_107_7_gadm2-8,2
gha_87_5_gadm2-8,jpn_114_1_gadm2-8,0
gha_87_5_gadm2-8,mda_147_12_gadm2-8,12
gha_87_5_gadm2-8,usa_244_2_gadm2-8,1
gin_97_2_gadm2-8,jpn_114_12_gadm2-8,0
glp_92_2_gadm2-8,chn_49_15_gadm2-8,0
glp_92_2_gadm2-8,usa_244_6_gadm2-8,1
gmb_84_1_gadm2-8,mar_152_5_gadm2-8,139
gmb_84_1_gadm2-8,prt_182_12_gadm2-8,11
gnq_71_2_gadm2-8,can_42_11_gadm2-8,3
grc_89_3_gadm2-8,bra_33_20_gadm2-8,2
grc_89_3_gadm2-8,cub_59_2_gadm2-8,1
grc_89_3_gadm2-8,fin_78_2_gadm2-8,3
grc_89_3_gadm2-8,idn_106_25_gadm2-8,6
grc_89_3_gadm2-8,jpn_114_45_gadm2-8,0
grc_89_3_gadm2-8,pak_171_5_gadm2-8,10
grc_89_3_gadm2-8,sau_200_8_gadm2-8,60
grc_89_6_gadm2-8,arg_12_1_gadm2-8,2
grc_89_6_gadm2-8,rou_187_14_gadm2-8,5
grc_89_6_gadm2-8,usa_244_10_gadm2-8,22
grc_89_6_gadm2-8,usa_244_46_gadm2-8,0
grc_89_8_gadm2-8,arm_13_4_gadm2-8,2
grd_91_4_gadm2-8,are_241_1_gadm2-8,1
grd_91_4_gadm2-8,esp_215_10_gadm2-8,2
gtm_94_7_gadm2-8,fra_79_14_gadm2-8,0
guf_80_1_gadm2-8,chn_49_4_gadm2-8,1
gum_93_4_gadm2-8,mlt_139_gadm2-8,1
hkg_102_1_gadm2-8,gmb_84_1_gadm2-8,0
hkg_102_1_gadm2-8,ita_112_9_gadm2-8,7
hkg_102_1_gadm2-8,kwt_121_4_gadm2-8,137
hkg_102_1_gadm2-8,zaf_211_2_gadm2-8,2
hnd_101_11_gadm2-8,usa_244_22_gadm2-8,21
hnd_101_6_gadm2-8,chn_49_7_gadm2-8,0
hnd_101_6_gadm2-8,mex_145_24_gadm2-8,12
hnd_101_8_gadm2-8,usa_244_30_gadm2-8,0
hrv_58_14_gadm2-8,omn_170_9_gadm2-8,3
hrv_58_16_gadm2-8,hun_103_9_gadm2-8,1
hrv_58_4_gadm2-8,tur_235_42_gadm2-8,1
hrv_58_5_gadm2-8,aus_15_6_gadm2-8,0
hrv_58_5_gadm2-8,bhr_19_5_gadm2-8,18
hrv_58_5_gadm2-8,cub_59_2_gadm2-8,1
hrv_58_5_gadm2-8,jpn_114_34_gadm2-8,0
hrv_58_5_gadm2-8,jpn_114_5_gadm2-8,0
hti_99_8_gadm2-8,bra_33_16_gadm2-8,15
idn_106_10_gadm2-8,swe_222_15_gadm2-8,1
idn_106_11_gadm2-8,aut_16_6_gadm2-8,1
idn_106_11_gadm2-8,che_223_8_gadm2-8,2
idn_106_12_gadm2-8,deu_86_3_gadm2-8,2
idn_106_13_gadm2-8,ind_105_17_gadm2-8,8
idn_106_16_gadm2-8,hkg_102_1_gadm2-8,47
idn_106_19_gadm2-8,esp_215_6_gadm2-8,0
idn_106_1_gadm2-8,jpn_114_12_gadm2-8,9
idn_106_20_gadm2-8,chn_49_6_gadm2-8,1
idn_106_20_gadm2-8,idn_106_34_gadm2-8,48
idn_106_22_gadm2-8,bhr_19_5_gadm2-8,1
idn_106_22_gadm2-8,can_42_9_gadm2-8,0
idn_106_22_gadm2-8,fro_76_6_gadm2-8,0
idn_106_24_gadm2-8,idn_106_27_gadm2-8,7526
idn_106_25_gadm2-8,usa_244_33_gadm2-8,2
idn_106_28_gadm2-8,idn_106_20_gadm2-8,2
idn_106_2_gadm2-8,bra_33_12_gadm2-8,1
idn_106_2_gadm2-8,dom_66_11_gadm2-8,3
idn_106_2_gadm2-8,khm_40_21_gadm2-8,82
idn_106_2_gadm2-8,usa_244_50_gadm2-8,0
idn_106_2_gadm2-8,zaf_211_3_gadm2-8,427
idn_106_31_gadm2-8,nld_158_9_gadm2-8,11
idn_106_3_gadm2-8,fra_79_4_gadm2-8,0
idn_106_4_gadm2-8,jpn_114_31_gadm2-8,71
idn_106_9_gadm2-8,dnk_64_1_gadm2-8,0
ind_105_15_gadm2-8,ind_105_17_gadm2-8,89
ind_105_17_gadm2-8,bra_33_12_gadm2-8,4
ind_105_17_gadm2-8,dom_66_24_gadm2-8,0
ind_105_17_gadm2-8,rus_188_58_gadm2-8,3
ind_105_20_gadm2-8,esp_215_12_gadm2-8,12
ind_105_20_gadm2-8,nam_155_10_gadm2-8,1
ind_105_25_gadm2-8,can_42_1_gadm2-8,461
ind_105_25_gadm2-8,deu_86_4_gadm2-8,44
ind_105_25_gadm2-8,fra_79_7_gadm2-8,19
ind_105_25_gadm2-8,ita_112_15_gadm2-8,78
ind_105_25_gadm2-8,tha_228_73_gadm2-8,10
ind_105_25_gadm2-8,zwe_256_2_gadm2-8,36
ind_105_28_gadm2-8,omn_170_9_gadm2-8,4
ind_105_29_gadm2-8,jpn_114_1_gadm2-8,4
ind_105_31_gadm2-8,cri_56_3_gadm2-8,0
ind_105_31_gadm2-8,idn_106_25_gadm2-8,33
ind_105_31_gadm2-8,kwt_121_4_gadm2-8,1790
ind_105_32_gadm2-8,esp_215_14_gadm2-8,6
ind_105_32_gadm2-8,esp_215_7_gadm2-8,0
ind_105_32_gadm2-8,ind_105_1_gadm2-8,182
ind_105_35_gadm2-8,sau_200_11_gadm2-8,2
ind_105_5_gadm2-8,sgp_205_1_gadm2-8,20
irl_109_3_gadm2-8,chn_49_17_gadm2-8,4
irl_109_3_gadm2-8,sgp_205_1_gadm2-8,20
irl_109_3_gadm2-8,zaf_211_9_gadm2-8,3
irl_109_4_gadm2-8,cyp_61_2_gadm2-8,7
irl_109_4_gadm2-8,rus_188_14_gadm2-8,4
irl_109_6_gadm2-8,arm_13_4_gadm2-8,8
irn_107_11_gadm2-8,tha_228_48_gadm2-8,1
irn_107_16_gadm2-8,irn_107_12_gadm2-8,19
irn_107_24_gadm2-8,dza_5_15_gadm2-8,1
irn_107_28_gadm2-8,nzl_160_7_gadm2-8,1
irn_107_29_gadm2-8,irn_107_11_gadm2-8,102
irn_107_30_gadm2-8,swe_222_21_gadm2-8,4
irn_107_5_gadm2-8,ita_112_20_gadm2-8,3
irq_108_2_gadm2-8,blr_22_5_gadm2-8,2
irq_108_2_gadm2-8,tur_235_40_gadm2-8,538
irq_108_5_gadm2-8,deu_86_5_gadm2-8,1
isl_104_6_gadm2-8,nam_155_5_gadm2-8,5
isl_104_6_gadm2-8,zaf_211_4_gadm2-8,5
isr_111_7_gadm2-8,rus_188_56_gadm2-8,12
isr_111_7_gadm2-8,tur_235_60_gadm2-8,24
isr_111_7_gadm2-8,usa_244_18_gadm2-8,24
ita_112_10_gadm2-8,bra_33_19_gadm2-8,378
ita_112_10_gadm2-8,chn_49_5_gadm2-8,12
ita_112_10_gadm2-8,ecu_68_19_gadm2-8,119
ita_112_10_gadm2-8,mac_132_1_gadm2-8,34
ita_112_10_gadm2-8,mar_152_8_gadm2-8,1714
ita_112_10_gadm2-8,pol_181_6_gadm2-8,226
ita_112_11_gadm2-8,col_53_14_gadm2-8,0
ita_112_11_gadm2-8,egy_69_11_gadm2-8,4
ita_112_13_gadm2-8,khm_40_16_gadm2-8,2
ita_112_13_gadm2-8,mex_145_8_gadm2-8,0
ita_112_13_gadm2-8,usa_244_29_gadm2-8,9
ita_112_14_gadm2-8,arg_12_12_gadm2-8,0
ita_112_14_gadm2-8,ind_105_36_gadm2-8,2
ita_112_14_gadm2-8,vnm_250_26_gadm2-8,2
ita_112_15_gadm2-8,chn_49_6_gadm2-8,13
ita_112_15_gadm2-8,fra_79_18_gadm2-8,29
ita_112_15_gadm2-8,rus_188_11_gadm2-8,3
ita_112_15_gadm2-8,usa_244_48_gadm2-8,9
ita_112_16_gadm2-8,chn_49_26_gadm2-8,20
ita_112_16_gadm2-8,esp_215_6_gadm2-8,2330
ita_112_16_gadm2-8,nam_155_5_gadm2-8,2
ita_112_16_gadm2-8,per_178_4_gadm2-8,0
ita_112_16_gadm2-8,tha_228_65_gadm2-8,1
ita_112_16_gadm2-8,tjk_226_3_gadm2-8,3
ita_112_16_gadm2-8,usa_244_5_gadm2-8,276
ita_112_20_gadm2-8,bra_33_25_gadm2-8,25
ita_112_20_gadm2-8,deu_86_6_gadm2-8,630
ita_112_20_gadm2-8,fra_79_10_gadm2-8,3
ita_112_20_gadm2-8,grc_89_6_gadm2-8,74
ita_112_20_gadm2-8,swe_222_15_gadm2-8,360
ita_112_20_gadm2-8,tha_228_19_gadm2-8,2
ita_112_4_gadm2-8,deu_86_3_gadm2-8,27
ita_112_4_gadm2-8,mex_145_14_gadm2-8,0
ita_112_4_gadm2-8,mex_145_23_gadm2-8,1
ita_112_5_gadm2-8,civ_57_1_gadm2-8,14
ita_112_5_gadm2-8,gbr_242_1_gadm2-8,3686
ita_112_5_gadm2-8,mda_147_12_gadm2-8,5
ita_112_5_gadm2-8,per_178_22_gadm2-8,0
ita_112_6_gadm2-8,cub_59_11_gadm2-8,0
ita_112_6_gadm2-8,irn_107_7_gadm2-8,11
ita_112_6_gadm2-8,jpn_114_46_gadm2-8,0
ita_112_7_gadm2-8,cze_62_3_gadm2-8,1
ita_112_7_gadm2-8,irl_109_6_gadm2-8,13
ita_112_7_gadm2-8,lux_131_3_gadm2-8,20
ita_112_7_gadm2-8,pol_181_9_gadm2-8,23
ita_112_8_gadm2-8,irl_109_8_gadm2-8,2
ita_112_8_gadm2-8,rus_188_30_gadm2-8,42
ita_112_8_gadm2-8,sau_200_1_gadm2-8,7
ita_112_9_gadm2-8,dnk_64_1_gadm2-8,29
ita_112_9_gadm2-8,dza_5_32_gadm2-8,6
ita_112_9_gadm2-8,ita_112_20_gadm2-8,40
ita_112_9_gadm2-8,mdv_137_gadm2-8,27
jam_113_10_gadm2-8,gbr_242_1_gadm2-8,3766
jam_113_10_gadm2-8,gtm_94_7_gadm2-8,76
jam_113_6_gadm2-8,usa_244_15_gadm2-8,13
jey_115_6_gadm2-8,bra_33_16_gadm2-8,1
jey_115_6_gadm2-8,mex_145_23_gadm2-8,6
jor_116_2_gadm2-8,bra_33_12_gadm2-8,1
jor_116_2_gadm2-8,dnk_64_5_gadm2-8,21
jor_116_2_gadm2-8,fji_77_5_gadm2-8,3
jpn_114_11_gadm2-8,aut_16_5_gadm2-8,0
jpn_114_11_gadm2-8,gtm_94_7_gadm2-8,6
jpn_114_11_gadm2-8,ita_112_16_gadm2-8,6
jpn_114_11_gadm2-8,pol_181_3_gadm2-8,1
jpn_114_11_gadm2-8,uzb_246_13_gadm2-8,0
jpn_114_12_gadm2-8,grc_89_6_gadm2-8,0
jpn_114_12_gadm2-8,kor_213_17_gadm2-8,27
jpn_114_13_gadm2-8,dnk_64_1_gadm2-8,14
jpn_114_13_gadm2-8,tha_228_65_gadm2-8,1
jpn_114_13_gadm2-8,usa_244_10_gadm2-8,116
jpn_114_15_gadm2-8,aut_16_5_gadm2-8,0
jpn_114_17_gadm2-8,deu_86_3_gadm2-8,1
jpn_114_18_gadm2-8,chn_49_11_gadm2-8,4
jpn_114_18_gadm2-8,chn_49_21_gadm2-8,1
jpn_114_18_gadm2-8,ita_112_6_gadm2-8,2
jpn_114_18_gadm2-8,usa_244_40_gadm2-8,0
jpn_114_20_gadm2-8,esp_215_1_gadm2-8,2
jpn_114_21_gadm2-8,fra_79_21_gadm2-8,7
jpn_114_24_gadm2-8,can_42_7_gadm2-8,2
jpn_114_24_gadm2-8,jpn_114_46_gadm2-8,3
jpn_114_2_gadm2-8,nzl_160_2_gadm2-8,4
jpn_114_30_gadm2-8,usa_244_26_gadm2-8,0
jpn_114_31_gadm2-8,chn_49_26_gadm2-8,35
jpn_114_31_gadm2-8,swe_222_15_gadm2-8,4
jpn_114_32_gadm2-8,aut_16_4_gadm2-8,2
jpn_114_33_gadm2-8,dji_65_3_gadm2-8,1
jpn_114_33_gadm2-8,gbr_242_3_gadm2-8,68
jpn_114_33_gadm2-8,phl_179_48_gadm2-8,12
jpn_114_34_gadm2-8,sgp_205_1_gadm2-8,38
jpn_114_34_gadm2-8,twn_225_6_gadm2-8,19
jpn_114_34_gadm2-8,usa_244_21_gadm2-8,0
jpn_114_37_gadm2-8,grc_89_3_gadm2-8,1
jpn_114_37_gadm2-8,usa_244_39_gadm2-8,0
jpn_114_38_gadm2-8,usa_244_48_gadm2-8,15
jpn_114_3_gadm2-8,irn_107_28_gadm2-8,5
jpn_114_40_gadm2-8,che_223_25_gadm2-8,7
jpn_114_40_gadm2-8,irq_108_5_gadm2-8,1
jpn_114_40_gadm2-8,jpn_114_32_gadm2-8,98
jpn_114_40_gadm2-8,rus_188_28_gadm2-8,5
jpn_114_41_gadm2-8,aus_15_6_gadm2-8,27
jpn_114_41_gadm2-8,ita_112_7_gadm2-8,1
jpn_114_41_gadm2-8,lao_123_13_gadm2-8,123
jpn_114_43_gadm2-8,dza_5_4_gadm2-8,0
jpn_114_44_gadm2-8,prt_182_12_gadm2-8,0
jpn_114_4_gadm2-8,deu_86_1_gadm2-8,61
jpn_114_4_gadm2-8,esp_215_3_gadm2-8,2
jpn_114_4_gadm2-8,ita_112_9_gadm2-8,20
jpn_114_4_gadm2-8,pol_181_12_gadm2-8,21
jpn_114_4_gadm2-8,sau_200_7_gadm2-8,49
jpn_114_4_gadm2-8,tur_235_59_gadm2-8,2
jpn_114_7_gadm2-8,chn_49_18_gadm2-8,614
jpn_114_7_gadm2-8,gib_88_gadm2-8,0
jpn_114_7_gadm2-8,jpn_114_1_gadm2-8,12841
jpn_114_7_gadm2-8,tur_235_9_gadm2-8,1
kaz_117_10_gadm2-8,che_223_8_gadm2-8,1
kaz_117_12_gadm2-8,hkg_102_1_gadm2-8,3
kaz_117_1_gadm2-8,khm_40_16_gadm2-8,21
kaz_117_1_gadm2-8,sau_200_1_gadm2-8,1
kaz_117_1_gadm2-8,ukr_240_5_gadm2-8,1
kaz_117_1_gadm2-8,usa_244_37_gadm2-8,0
kaz_117_2_gadm2-8,usa_244_24_gadm2-8,1
kaz_117_2_gadm2-8,vnm_250_26_gadm2-8,37
kaz_117_3_gadm2-8,srb_202_4_gadm2-8,1
kaz_117_4_gadm2-8,mne_150_20_gadm2-8,1
kaz_117_5_gadm2-8,ukr_240_12_gadm2-8,17
kaz_117_6_gadm2-8,kaz_117_12_gadm2-8,660
kaz_117_8_gadm2-8,are_241_3_gadm2-8,4
ken_118_10_gadm2-8,ken_118_20_gadm2-8,8
ken_118_30_gadm2-8,khm_40_16_gadm2-8,10
ken_118_30_gadm2-8,ukr_240_26_gadm2-8,6
ken_118_42_gadm2-8,ken_118_30_gadm2-8,227
kgz_122_2_gadm2-8,bih_30_2_gadm2-8,9
khm_40_16_gadm2-8,pan_174_12_gadm2-8,1
khm_40_16_gadm2-8,ton_232_4_gadm2-8,5
khm_40_16_gadm2-8,usa_244_21_gadm2-8,10
kna_193_3_gadm2-8,rus_188_44_gadm2-8,1
kor_213_11_gadm2-8,bih_30_2_gadm2-8,25
kor_213_11_gadm2-8,dom_66_30_gadm2-8,22
kor_213_12_gadm2-8,usa_244_19_gadm2-8,1
kor_213_17_gadm2-8,jpn_114_33_gadm2-8,66
kor_213_4_gadm2-8,khm_40_21_gadm2-8,2
kor_213_6_gadm2-8,deu_86_7_gadm2-8,4
kwt_121_4_gadm2-8,mex_145_19_gadm2-8,2
lao_123_8_gadm2-8,mar_152_11_gadm2-8,0
lbn_125_3_gadm2-8,pri_183_65_gadm2-8,3
lbn_125_3_gadm2-8,som_210_18_gadm2-8,10
lbn_125_3_gadm2-8,zwe_256_8_gadm2-8,3
lbr_127_9_gadm2-8,can_42_9_gadm2-8,10
lbr_127_9_gadm2-8,qat_184_1_gadm2-8,5
lby_128_12_gadm2-8,lby_128_14_gadm2-8,6
lka_217_5_gadm2-8,bra_33_4_gadm2-8,3
lka_217_5_gadm2-8,mex_145_21_gadm2-8,0
lka_217_6_gadm2-8,deu_86_7_gadm2-8,1
lka_217_8_gadm2-8,bih_30_2_gadm2-8,1
lka_217_8_gadm2-8,som_210_18_gadm2-8,1
ltu_130_10_gadm2-8,idn_106_2_gadm2-8,2
ltu_130_10_gadm2-8,nga_163_25_gadm2-8,2
ltu_130_10_gadm2-8,sle_204_4_gadm2-8,1
ltu_130_10_gadm2-8,xko_120_5_gadm2-8,8
ltu_130_4_gadm2-8,chn_49_4_gadm2-8,0
lux_131_3_gadm2-8,mlt_139_gadm2-8,54
lux_131_3_gadm2-8,tun_234_12_gadm2-8,141
lux_131_3_gadm2-8,usa_244_41_gadm2-8,0
lux_131_3_gadm2-8,usa_244_5_gadm2-8,271
lva_124_3_gadm2-8,atg_11_6_gadm2-8,2
lva_124_3_gadm2-8,tha_228_71_gadm2-8,1
mac_132_1_gadm2-8,mys_136_5_gadm2-8,9
mar_152_11_gadm2-8,phl_179_79_gadm2-8,1
mar_152_11_gadm2-8,usa_244_21_gadm2-8,2
mar_152_12_gadm2-8,mar_152_10_gadm2-8,22
mar_152_12_gadm2-8,mar_152_8_gadm2-8,76
mar_152_5_gadm2-8,chn_49_20_gadm2-8,23
mar_152_5_gadm2-8,mar_152_15_gadm2-8,120
mar_152_5_gadm2-8,mex_145_30_gadm2-8,0
mar_152_6_gadm2-8,cod_63_7_gadm2-8,1
mar_152_8_gadm2-8,ind_105_16_gadm2-8,15
mar_152_8_gadm2-8,nzl_160_1_gadm2-8,6
mda_147_12_gadm2-8,jpn_114_43_gadm2-8,0
mda_147_12_gadm2-8,syc_203_14_gadm2-8,3
mdg_134_1_gadm2-8,fra_79_21_gadm2-8,114
mdg_134_6_gadm2-8,mdg_134_5_gadm2-8,6
mdv_137_gadm2-8,blr_22_5_gadm2-8,31
mdv_137_gadm2-8,fra_79_7_gadm2-8,18
mdv_137_gadm2-8,mac_132_1_gadm2-8,23
mdv_137_gadm2-8,phl_179_47_gadm2-8,63
mdv_137_gadm2-8,svk_207_4_gadm2-8,10
mdv_137_gadm2-8,tur_235_48_gadm2-8,1
mex_145_10_gadm2-8,dom_66_5_gadm2-8,3
mex_145_10_gadm2-8,usa_244_11_gadm2-8,33
mex_145_12_gadm2-8,hrv_58_5_gadm2-8,3
mex_145_12_gadm2-8,nzl_160_1_gadm2-8,28
mex_145_14_gadm2-8,bra_33_11_gadm2-8,1
mex_145_14_gadm2-8,dom_66_11_gadm2-8,51
mex_145_19_gadm2-8,kaz_117_2_gadm2-8,0
mex_145_1_gadm2-8,lka_217_5_gadm2-8,0
mex_145_1_gadm2-8,usa_244_39_gadm2-8,40
mex_145_20_gadm2-8,can_42_2_gadm2-8,380
mex_145_20_gadm2-8,cub_59_4_gadm2-8,67
mex_145_20_gadm2-8,usa_244_23_gadm2-8,19
mex_145_22_gadm2-8,zaf_211_3_gadm2-8,2
mex_145_24_gadm2-8,are_241_3_gadm2-8,0
mex_145_24_gadm2-8,chn_49_28_gadm2-8,1
mex_145_24_gadm2-8,usa_244_47_gadm2-8,61
mex_145_25_gadm2-8,chl_48_3_gadm2-8,2
mex_145_25_gadm2-8,mex_145_30_gadm2-8,191
mex_145_26_gadm2-8,gbr_242_3_gadm2-8,1
mex_145_26_gadm2-8,gtm_94_7_gadm2-8,50
mex_145_26_gadm2-8,hun_103_5_gadm2-8,0
mex_145_26_gadm2-8,mex_145_28_gadm2-8,82
mex_145_27_gadm2-8,can_42_9_gadm2-8,40
mex_145_27_gadm2-8,deu_86_7_gadm2-8,3
mex_145_27_gadm2-8,egy_69_11_gadm2-8,0
mex_145_27_gadm2-8,mex_145_6_gadm2-8,121
mex_145_28_gadm2-8,per_178_15_gadm2-8,31
mex_145_2_gadm2-8,usa_244_10_gadm2-8,815
mex_145_30_gadm2-8,usa_244_47_gadm2-8,47
mex_145_31_gadm2-8,est_73_1_gadm2-8,0
mex_145_32_gadm2-8,gtm_94_7_gadm2-8,22
mex_145_32_gadm2-8,nor_169_14_gadm2-8,0
mex_145_32_gadm2-8,usa_244_17_gadm2-8,0
mex_145_3_gadm2-8,aut_16_9_gadm2-8,0
mex_145_3_gadm2-8,chl_48_6_gadm2-8,1
mex_145_4_gadm2-8,col_53_2_gadm2-8,6
mex_145_4_gadm2-8,esp_215_16_gadm2-8,2
mex_145_6_gadm2-8,aut_16_5_gadm2-8,0
mex_145_6_gadm2-8,esp_215_17_gadm2-8,0
mex_145_9_gadm2-8,arg_12_8_gadm2-8,1
mex_145_9_gadm2-8,chn_49_22_gadm2-8,12
mex_145_9_gadm2-8,dom_66_30_gadm2-8,59
mex_145_9_gadm2-8,mex_145_7_gadm2-8,3460
mex_145_9_gadm2-8,pak_171_7_gadm2-8,0
mkd_133_6_gadm2-8,khm_40_16_gadm2-8,4
mli_138_1_gadm2-8,hrv_58_5_gadm2-8,3
mli_138_1_gadm2-8,srb_202_4_gadm2-8,1
mmr_154_14_gadm2-8,mmr_154_8_gadm2-8,3
mmr_154_15_gadm2-8,jpn_114_33_gadm2-8,242
mne_150_18_gadm2-8,chn_49_2_gadm2-8,18
mne_150_18_gadm2-8,dji_65_3_gadm2-8,1
mne_150_18_gadm2-8,eth_74_1_gadm2-8,2
mne_150_18_gadm2-8,vnm_250_26_gadm2-8,1
moz_153_3_gadm2-8,can_42_7_gadm2-8,0
moz_153_5_gadm2-8,rou_187_26_gadm2-8,6
moz_153_5_gadm2-8,zaf_211_4_gadm2-8,96
moz_153_9_gadm2-8,zmb_255_5_gadm2-8,24
mrt_142_10_gadm2-8,are_241_1_gadm2-8,11
mrt_142_10_gadm2-8,usa_244_14_gadm2-8,1
mrt_142_10_gadm2-8,usa_244_6_gadm2-8,0
mus_143_5_gadm2-8,svn_208_7_gadm2-8,25
mys_136_11_gadm2-8,che_223_25_gadm2-8,41
mys_136_11_gadm2-8,deu_86_7_gadm2-8,40
mys_136_11_gadm2-8,ssd_214_1_gadm2-8,2
mys_136_13_gadm2-8,jpn_114_12_gadm2-8,178
mys_136_14_gadm2-8,aus_15_10_gadm2-8,109
mys_136_14_gadm2-8,gbr_242_3_gadm2-8,37
mys_136_14_gadm2-8,pol_181_5_gadm2-8,0
mys_136_1_gadm2-8,phl_179_4_gadm2-8,12
mys_136_2_gadm2-8,bel_23_1_gadm2-8,19
mys_136_2_gadm2-8,khm_40_13_gadm2-8,23
mys_136_4_gadm2-8,bgd_20_4_gadm2-8,22
mys_136_4_gadm2-8,ssd_214_1_gadm2-8,12
mys_136_4_gadm2-8,usa_244_35_gadm2-8,1
mys_136_5_gadm2-8,mys_136_2_gadm2-8,99
mys_136_8_gadm2-8,lka_217_5_gadm2-8,15
mys_136_8_gadm2-8,sau_200_8_gadm2-8,3
mys_136_9_gadm2-8,vnm_250_23_gadm2-8,4
myt_144_8_gadm2-8,usa_244_5_gadm2-8,3
nam_155_5_gadm2-8,chn_49_2_gadm2-8,35
nam_155_5_gadm2-8,usa_244_47_gadm2-8,1
ner_162_5_gadm2-8,dza_5_14_gadm2-8,2
ner_162_5_gadm2-8,ind_105_29_gadm2-8,2
nga_163_15_gadm2-8,jor_116_2_gadm2-8,14
nga_163_19_gadm2-8,nga_163_33_gadm2-8,43
nga_163_19_gadm2-8,rwa_189_5_gadm2-8,1
nga_163_25_gadm2-8,chn_49_11_gadm2-8,0
nga_163_25_gadm2-8,cub_59_4_gadm2-8,11
nga_163_33_gadm2-8,esp_215_10_gadm2-8,1
nic_161_13_gadm2-8,hti_99_8_gadm2-8,31
nic_161_13_gadm2-8,hun_103_5_gadm2-8,3
nic_161_13_gadm2-8,nzl_160_1_gadm2-8,2
nld_158_8_gadm2-8,mar_152_3_gadm2-8,335
nld_158_9_gadm2-8,jpn_114_24_gadm2-8,2
nld_158_9_gadm2-8,phl_179_51_gadm2-8,2
nld_158_9_gadm2-8,tkm_236_1_gadm2-8,3
nor_169_12_gadm2-8,col_53_4_gadm2-8,0
nor_169_13_gadm2-8,chn_49_15_gadm2-8,1
nor_169_13_gadm2-8,ita_112_16_gadm2-8,18
nor_169_14_gadm2-8,aus_15_5_gadm2-8,3
nor_169_14_gadm2-8,chn_49_4_gadm2-8,2
nor_169_14_gadm2-8,deu_86_10_gadm2-8,65
nor_169_14_gadm2-8,svn_208_7_gadm2-8,5
nor_169_15_gadm2-8,,84
nor_169_17_gadm2-8,pol_181_5_gadm2-8,9
nor_169_18_gadm2-8,ind_105_32_gadm2-8,0
npl_157_1_gadm2-8,civ_57_1_gadm2-8,1
npl_157_1_gadm2-8,nor_169_7_gadm2-8,0
npl_157_1_gadm2-8,omn_170_9_gadm2-8,43
nzl_160_10_gadm2-8,jpn_114_24_gadm2-8,2
nzl_160_14_gadm2-8,jpn_114_1_gadm2-8,1
nzl_160_14_gadm2-8,tha_228_48_gadm2-8,2
nzl_160_1_gadm2-8,kor_213_11_gadm2-8,2224
nzl_160_1_gadm2-8,pol_181_5_gadm2-8,5
nzl_160_1_gadm2-8,pyf_81_2_gadm2-8,734
nzl_160_1_gadm2-8,sgp_205_1_gadm2-8,1471
nzl_160_1_gadm2-8,usa_244_45_gadm2-8,69
nzl_160_3_gadm2-8,alb_4_11_gadm2-8,0
nzl_160_3_gadm2-8,mex_145_12_gadm2-8,2
nzl_160_6_gadm2-8,usa_244_16_gadm2-8,0
nzl_160_7_gadm2-8,esp_215_8_gadm2-8,1
nzl_160_7_gadm2-8,irn_107_15_gadm2-8,0
nzl_160_7_gadm2-8,mys_136_11_gadm2-8,2
nzl_160_9_gadm2-8,vnm_250_26_gadm2-8,1
omn_170_11_gadm2-8,afg_1_14_gadm2-8,10
omn_170_11_gadm2-8,bra_33_9_gadm2-8,1
omn_170_11_gadm2-8,eth_74_5_gadm2-8,2
omn_170_9_gadm2-8,aus_15_10_gadm2-8,5
omn_170_9_gadm2-8,aut_16_9_gadm2-8,51
omn_170_9_gadm2-8,gbr_242_1_gadm2-8,137
pak_171_4_gadm2-8,mdv_137_gadm2-8,17
pak_171_4_gadm2-8,tha_228_11_gadm2-8,1
pak_171_7_gadm2-8,twn_225_6_gadm2-8,13
pak_171_8_gadm2-8,chn_49_20_gadm2-8,32
pak_171_8_gadm2-8,esp_215_5_gadm2-8,1
pak_171_8_gadm2-8,usa_244_27_gadm2-8,0
pan_174_12_gadm2-8,ind_105_16_gadm2-8,0
pan_174_12_gadm2-8,jpn_114_27_gadm2-8,1
pan_174_2_gadm2-8,tur_235_40_gadm2-8,3
pan_174_8_gadm2-8,nld_158_9_gadm2-8,4
per_178_15_gadm2-8,chn_49_5_gadm2-8,0
per_178_15_gadm2-8,tha_228_11_gadm2-8,0
per_178_21_gadm2-8,arg_12_24_gadm2-8,6
per_178_22_gadm2-8,can_42_4_gadm2-8,3
per_178_22_gadm2-8,ecu_68_19_gadm2-8,5
per_178_23_gadm2-8,cze_62_12_gadm2-8,0
per_178_26_gadm2-8,chl_48_13_gadm2-8,21
per_178_5_gadm2-8,col_53_5_gadm2-8,3
per_178_8_gadm2-8,mex_145_25_gadm2-8,17
phl_179_25_gadm2-8,cze_62_12_gadm2-8,35
phl_179_25_gadm2-8,ind_105_32_gadm2-8,22
phl_179_25_gadm2-8,jpn_114_25_gadm2-8,25
phl_179_28_gadm2-8,isr_111_7_gadm2-8,1
phl_179_2_gadm2-8,jpn_114_7_gadm2-8,9
phl_179_47_gadm2-8,aut_16_4_gadm2-8,2
phl_179_47_gadm2-8,dza_5_32_gadm2-8,1
phl_179_47_gadm2-8,png_175_1_gadm2-8,3
phl_179_47_gadm2-8,sau_200_8_gadm2-8,2307
phl_179_4_gadm2-8,chn_49_19_gadm2-8,2
